"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Working full time",33,"Never married",17,1,17,10,18,18,"High school","MALE","Black","YES","$25,000 or more","$6000 TO 6999",84,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Very dissatisfied","Continue to work","Favor",5,16,5
"Working part time",38,"Married",2,1,34,4,5,21,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",3,"Very satisfied","Continue to work","Favor",2,15,1
"Working full time",54,"Married",17,5,36,7,20,3,"Less than high school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",1307,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,10,1
"Unemployed, laid off, looking for work",31,"Married",2,1,33,9,21,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",90,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,14,1
"Working part time",33,"Divorced",19,1,29,8,9,5,"High school","FEMALE","Black","YES","$25,000 or more","$4000 TO 4999",166,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",11,16,1
"Retired",47,"Married",11,1,70,5,5,9,"Bachelor's","FEMALE","Other","YES","$3,000 to $3,999","$25000 OR MORE",805,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",5,"Very dissatisfied","Continue to work","Favor",15,14,11
"Working full time",33,"Widowed",15,1,43,9,11,9,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",602,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",15,17,1
"Working full time",13,"Married",11,3,27,9,11,5,"Bachelor's","MALE","White","YES","$25,000 or more","$20000 - 24999",198,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",14,"Very satisfied","Stop working","Favor",12,17,16
"Keeping house",33,"Married",16,5,34,18,1,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Stop working","Favor",12,10,1
"Working part time",44,"Separated",11,4,36,10,5,5,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",94,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",13,"Moderately satisfied","Stop working","Favor",9,14,1
"Retired",44,"Married",16,1,47,9,9,20,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$3000 TO 3999",325,"Should not be legal","NO","Not too happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",13,2,3
"Working full time",24,"Married",18,2,31,8,5,5,"Bachelor's","MALE","Other","YES","$25,000 or more","$25000 OR MORE",61,"Should not be legal","NO","Very happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,2,8
"Working full time",33,"Married",1,1,29,11,20,9,"High school","MALE","White","YES","$25,000 or more","$10000 - 14999",8175,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",29,"Very satisfied","Stop working","Favor",9,14,1
"Keeping house",31,"Married",15,1,48,6,5,18,"Graduate","MALE","White","YES","$10,000 to $14,999","$25000 OR MORE",69,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,15,21
"Working full time",35,"Married",15,4,48,8,11,7,"High school","FEMALE","Black","YES","$20,000 to $24,999","$25000 OR MORE",32,"Should be legal","NO","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",16,"Very satisfied","Continue to work","Favor",2,15,1
"In school",44,"Married",2,2,2,21,7,7,"Graduate","MALE","White","NO","$25,000 or more","$10000 - 14999",11,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",12,10,1
"In school",33,"Divorced",19,1,32,5,5,1,"Less than high school","MALE","Other","YES","$3,000 to $3,999","$25000 OR MORE",11,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Oppose",1,15,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Separated",15,4,46,8,5,20,"High school","MALE","Black","YES","$20,000 to $24,999","$25000 OR MORE",19,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,15,1
"Working full time",33,"Never married",11,3,16,7,3,20,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",9,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",30,"A little dissatisfied","Continue to work","Favor",14,1,2
"Working part time",24,"Married",11,1,51,11,17,9,"Bachelor's","FEMALE","Black","NO","$10,000 to $14,999","$10000 - 14999",117,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",15,19,11
"Working full time",1,"Never married",2,4,42,7,7,6,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",28,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",1,14,21
"Working full time",33,"Widowed",1,2,46,5,6,21,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",13,15,1
"Keeping house",33,"Married",2,6,59,5,5,9,"Graduate","MALE","White","YES","$10,000 to $14,999","$25000 OR MORE",621,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,14,6
"Working full time",38,"Widowed",21,2,53,15,5,9,"Less than high school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",304,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",13,"Moderately satisfied","Continue to work","Favor",6,2,1
"Keeping house",33,"Married",11,6,55,5,5,5,"High school","MALE","White","NO","$25,000 or more","$25000 OR MORE",28,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",13,2,1
"Working full time",33,"Never married",2,2,27,9,4,5,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",27,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",30,"Very satisfied","Continue to work","Favor",1,19,4
"Working full time",38,"Separated",17,2,27,5,5,18,"High school","FEMALE","Other","YES","$10,000 to $14,999","$25000 OR MORE",304,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",9,10,1
"Working full time",44,"Married",17,5,37,5,14,5,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",166,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",27,"Very satisfied","Continue to work","Favor",2,15,1
"Retired",54,"Divorced",17,4,28,9,16,7,"High school","FEMALE","White","YES","$15,000 to $19,999","LT $1000",4,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",14,7,1
"Working full time",18,"Married",18,1,51,9,11,5,"Less than high school","MALE","White","YES","$7,000 to $7,999","$20000 - 24999",63,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working full time",28,"Divorced",2,4,35,6,5,4,"High school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",30,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Stop working","Favor",9,16,2
"Working full time",39,"Divorced",2,3,23,14,11,12,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",84,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,17,1
"Working full time",46,"Widowed",18,3,45,9,1,17,"Less than high school","FEMALE","Black","NO","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",1,19,1
"Keeping house",52,"Widowed",18,4,30,5,7,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",60,"Should be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",18,"Moderately satisfied","Continue to work","Favor",12,15,3
"Working part time",35,"Never married",11,3,10,5,9,15,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",61,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Dull","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",9,10,1
"Keeping house",33,"Married",20,6,33,5,5,7,"Less than high school","MALE","White","NO","$25,000 or more","$25000 OR MORE",304,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,3
"Working full time",41,"Married",21,1,23,11,14,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",11,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",1,2,2
"Retired",33,"Never married",2,1,1,14,1,5,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",27,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",2,19,11
"Working part time",33,"Widowed",15,3,61,9,5,7,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",28,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",2,16,15
"In school",33,"Divorced",2,1,29,7,9,9,"Bachelor's","MALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",137,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",30,"Very satisfied","Stop working","Favor",9,14,1
"In school",41,"Separated",15,2,20,9,6,9,"Bachelor's","MALE","Black","YES","$25,000 or more","$25000 OR MORE",23,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",17,10,1
"Retired",33,"Widowed",17,1,2,15,9,7,"High school","FEMALE","White","YES","$25,000 or more","$8000 TO 9999",32,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",12,15,1
"Working full time",33,"Widowed",1,1,15,9,4,5,"Graduate","FEMALE","White","YES","$25,000 or more","$20000 - 24999",805,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,17,1
"Retired",33,"Widowed",17,1,47,9,14,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",12,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",18,"Very satisfied","Continue to work","Favor",9,1,21
"Working part time",33,"Widowed",11,1,39,5,5,9,"High school","FEMALE","White","YES","$8,000 to $9,999","$25000 OR MORE",14,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",43,"Moderately satisfied","Continue to work","Favor",9,16,3
"Working part time",17,"Married",15,1,37,5,7,11,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",16,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",2,1,6
"Working full time",38,"Married",2,1,25,6,5,11,"Graduate","MALE","White","YES","$25,000 or more","$8000 TO 9999",14,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Oppose",1,10,1
"Working full time",24,"Divorced",11,4,60,9,20,3,"High school","MALE","White","YES","$25,000 or more","$1000 TO 2999",14,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",15,15,1
"Working full time",33,"Married",2,2,16,5,6,5,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$20000 - 24999",21,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",12,11,1
"Working full time",54,"Married",16,2,13,9,20,9,"Bachelor's","MALE","Black","YES","$25,000 or more","$25000 OR MORE",67,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",1,15,1
"Working part time",44,"Married",4,5,24,7,7,5,"Less than high school","MALE","White","YES","$25,000 or more","$25000 OR MORE",144,"Should not be legal","NO","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",13,14,1
"Working part time",33,"Married",11,3,17,9,5,7,"Graduate","FEMALE","White","YES","$15,000 to $19,999","$25000 OR MORE",23,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",14,16,1
"Working part time",44,"Married",2,2,21,5,18,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",28,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,15,1
"Working full time",33,"Never married",11,4,8,7,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",134,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",4,"A little dissatisfied","Continue to work","Favor",9,15,1
"Working full time",20,"Married",15,2,53,7,11,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",49,"Should be legal","YES","Pretty happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL",30,"Very satisfied","Continue to work","Favor",13,10,1
"Working full time",33,"Married",19,3,41,6,14,5,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",69,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,17,21
"Retired",33,"Never married",20,7,41,3,9,6,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2696,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,10,21
"With a job, but not at work because of temporary illness, vacation, strike",13,"Never married",11,4,19,7,15,5,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",95,"Should be legal","NO","Very happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,19,21
"Working full time",23,"Divorced",2,3,42,11,9,10,"Graduate","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very dissatisfied","Continue to work","Favor",14,10,1
"With a job, but not at work because of temporary illness, vacation, strike",44,"Married",2,1,43,11,10,9,"Graduate","MALE","Other","NO","$25,000 or more","$7000 TO 7999",11,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",13,14,21
"Working full time",30,"Divorced",2,4,24,7,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",26,"Very satisfied","Continue to work","Favor",2,20,1
"Working full time",13,"Widowed",3,4,16,5,3,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",39,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,18,1
"Working full time",54,"Divorced",20,2,48,8,11,1,"Bachelor's","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",41,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",9,10,2
"Working full time",33,"Married",11,4,42,8,9,14,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",94,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,15,1
"Working full time",48,"Never married",2,3,8,14,18,9,"High school","MALE","Other","NO","$25,000 or more","$20000 - 24999",245,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",11,1,16
"Working full time",33,"Married",16,1,52,9,3,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",13,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",14,10,1
"With a job, but not at work because of temporary illness, vacation, strike",39,"Married",16,1,15,3,16,6,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",17,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",29,"Very satisfied","Stop working","Oppose",9,10,7
"Working full time",61,"Divorced",17,5,36,5,11,5,"Less than high school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",12,14,1
"Working full time",33,"Married",11,3,43,8,9,20,"Bachelor's","MALE","White","NO","$25,000 or more","$15000 - 19999",26,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",1,1,1
"Working full time",33,"Married",11,3,37,9,13,5,"Graduate","MALE","White","YES","$25,000 or more","$1000 TO 2999",602,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",30,"Very satisfied","Continue to work","Favor",12,1,1
"Retired",20,"Never married",15,4,44,21,21,5,"Graduate","MALE","White","YES","$25,000 or more","$10000 - 14999",41,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,14,1
"Working full time",28,"Separated",11,4,25,5,18,18,"High school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",9,16,6
"Working part time",37,"Married",15,4,40,5,5,9,"Bachelor's","MALE","White","YES","$25,000 or more","$10000 - 14999",12,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",1,10,1
"In school",33,"Married",11,1,17,9,18,5,"Bachelor's","MALE","White","YES","$25,000 or more","$15000 - 19999",36,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",38,"Moderately satisfied","Stop working","Favor",16,2,16
"Working full time",54,"Widowed",15,4,64,5,6,5,"Bachelor's","MALE","White","YES","$25,000 or more","$8000 TO 9999",2696,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",12,10,3
"Retired",33,"Divorced",19,3,53,9,9,9,"Graduate","FEMALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",11,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,16,1
"Working full time",54,"Married",11,2,23,7,18,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",48,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",9,10,1
"Unemployed, laid off, looking for work",58,"Never married",17,1,2,5,14,9,"High school","MALE","White","YES","$5,000 to $5,999","$25000 OR MORE",285,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",2,10,1
"Working full time",31,"Never married",17,1,18,9,6,5,"Less than high school","MALE","White","YES","$25,000 or more","$25000 OR MORE",11,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",3,10,18
"Working full time",29,"Never married",11,3,10,6,14,5,"Bachelor's","MALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",325,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,14,6
"Working full time",33,"Married",16,1,31,9,5,3,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",13,2,1
"In school",54,"Divorced",11,1,60,4,5,20,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",124,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",35,"Moderately satisfied","Continue to work","Oppose",17,14,1
"Retired",66,"Married",15,3,44,12,20,5,"Graduate","MALE","White","YES","$25,000 or more","$20000 - 24999",75,"Should be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",9,16,1
"Working full time",33,"Never married",11,1,10,14,20,20,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",1526,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",40,"Very satisfied","Continue to work","Favor",9,15,21
"Keeping house",24,"Married",2,4,16,9,4,7,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$10000 - 14999",8175,"Should be legal","NO","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Favor",1,15,2
"Working full time",34,"Widowed",11,1,53,9,9,16,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Oppose",12,10,7
"Keeping house",24,"Widowed",19,5,45,5,11,5,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",69,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,15,21
"Working full time",33,"Divorced",19,3,1,7,9,9,"Bachelor's","FEMALE","Black","YES","$15,000 to $19,999","$25000 OR MORE",2099,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Oppose",9,10,3
"Working full time",29,"Married",2,4,58,7,9,7,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",166,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL",1,"Moderately satisfied","Continue to work","Favor",12,15,1
