"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Keeping house",24,"Never married",17,1,18,8,9,14,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"A little dissatisfied","Continue to work","Oppose",12,16,1
"Working full time",33,"Married",20,4,29,10,5,5,"Less than high school","FEMALE","White","NO","$20,000 to $24,999","$25000 OR MORE",60,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",12,14,2
"Working part time",35,"Married",15,1,14,6,5,5,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",260,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,10,1
"Other",9,"Married",19,9,34,5,10,5,"Graduate","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",16,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Oppose",13,10,1
"In school",33,"Divorced",19,1,32,5,5,1,"Less than high school","MALE","Other","YES","$3,000 to $3,999","$25000 OR MORE",11,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Oppose",1,15,1
"Retired",33,"Divorced",15,4,52,9,6,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",64,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,10,1
"Working full time",33,"Never married",15,1,6,4,20,5,"Less than high school","MALE","White","YES","$15,000 to $19,999","$25000 OR MORE",8175,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",23,"Very satisfied","Continue to work","Favor",9,14,1
"Working full time",13,"Married",21,3,30,5,4,18,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",40,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",40,"Moderately satisfied","Continue to work","Favor",2,14,1
"Unemployed, laid off, looking for work",41,"Never married",19,1,43,15,9,5,"Less than high school","FEMALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",33,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Stop working","Favor",9,10,15
"Working part time",44,"Married",2,2,21,5,18,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",28,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,15,1
"Retired",44,"Separated",17,1,28,7,10,4,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",16,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",1,1,15
"Working part time",33,"Married",2,4,61,5,18,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","NO","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",14,15,3
"Working full time",45,"Married",16,2,60,14,11,5,"Graduate","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",94,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",32,"Very satisfied","Continue to work","Favor",1,10,1
"Retired",25,"Married",1,3,38,7,18,5,"High school","MALE","White","YES","$25,000 or more","$10000 - 14999",64,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,2,1
"Working full time",24,"Married",11,1,17,7,7,5,"High school","MALE","White","YES","$25,000 or more","$3000 TO 3999",30,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"In school",33,"Never married",11,1,1,5,18,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Favor",9,10,14
"Retired",29,"Divorced",15,4,29,5,7,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",21,"Should be legal","NO","Very happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",2,16,3
"Retired",28,"Married",17,2,50,11,9,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",75,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Oppose",2,1,12
"Working full time",33,"Never married",2,3,39,5,9,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","LT $1000",118,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,10,5
"In school",44,"Married",2,2,2,21,7,7,"Graduate","MALE","White","NO","$25,000 or more","$10000 - 14999",11,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",12,10,1
"Working full time",44,"Never married",20,1,10,5,9,3,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",57,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",2,14,1
"Working full time",24,"Married",18,2,42,9,5,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","ONLY SOME","HARDLY ANY",23,"Moderately satisfied","Continue to work","Favor",2,1,1
"Working full time",8,"Married",18,7,35,5,5,5,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",600,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL",40,"Very satisfied","Continue to work","Oppose",17,15,1
"Retired",47,"Married",11,1,70,5,5,9,"Bachelor's","FEMALE","Other","YES","$3,000 to $3,999","$25000 OR MORE",805,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",5,"Very dissatisfied","Continue to work","Favor",15,14,11
"Working full time",13,"Never married",11,1,26,5,18,5,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",24,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,1,6
"Working full time",33,"Never married",11,1,43,9,7,1,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",245,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",15,17,1
"Working full time",38,"Divorced",16,6,17,5,20,5,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",1,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",13,10,2
"Working full time",38,"Never married",15,3,24,9,5,3,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$1000 TO 2999",336,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",14,15,1
"Working full time",38,"Divorced",15,4,39,14,9,7,"Bachelor's","FEMALE","White","YES","$25,000 or more","$15000 - 19999",602,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,16,1
"Working part time",38,"Married",15,3,9,7,4,4,"High school","MALE","White","YES","$7,000 to $7,999","$8000 TO 9999",48,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",2,6,1
"Working full time",13,"Married",11,1,54,9,5,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",9,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,2,1
"Keeping house",28,"Married",15,7,58,13,5,5,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",4,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",18,2,15
"Retired",33,"Widowed",20,2,47,6,11,5,"High school","FEMALE","Black","NO","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,19,21
"With a job, but not at work because of temporary illness, vacation, strike",33,"Separated",15,4,46,8,5,20,"High school","MALE","Black","YES","$20,000 to $24,999","$25000 OR MORE",19,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,15,1
"Keeping house",54,"Divorced",16,8,44,5,7,5,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",2696,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,16,11
"Working full time",2,"Married",19,6,11,7,5,8,"High school","MALE","Other","NO","$25,000 or more","$20000 - 24999",60,"Should not be legal","YES","Pretty happy","NOT TOO HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,19,1
"Working part time",24,"Never married",11,1,13,7,9,5,"Bachelor's","FEMALE","Black","YES","$10,000 to $14,999","$6000 TO 6999",8175,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Stop working","Favor",9,10,3
"Keeping house",33,"Divorced",2,9,70,2,17,9,"Less than high school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",2696,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",30,"Moderately satisfied","Continue to work","Favor",2,14,21
"Keeping house",49,"Never married",11,4,23,7,9,18,"High school","MALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",1526,"Should not be legal","NO","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",34,"Very satisfied","Stop working","Favor",1,1,1
"Working full time",29,"Separated",16,4,37,9,3,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",336,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",30,"A little dissatisfied","Stop working","Favor",9,2,1
"Retired",28,"Divorced",16,3,59,9,5,9,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",70,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",40,"A little dissatisfied","Continue to work","Favor",13,14,1
"Unemployed, laid off, looking for work",33,"Married",16,1,23,9,20,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",1,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,14,1
"Working full time",44,"Married",2,5,40,7,9,18,"Bachelor's","MALE","White","YES","$25,000 or more","$10000 - 14999",64,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,2,15
"Keeping house",1,"Never married",16,1,53,9,4,5,"Less than high school","MALE","White","NO","$10,000 to $14,999","$25000 OR MORE",30,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,7,4
"Keeping house",58,"Married",19,1,38,11,7,10,"High school","MALE","Black","YES","$25,000 or more","$15000 - 19999",60,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,6
"Working full time",23,"Divorced",2,1,21,5,15,5,"High school","MALE","White","YES","$25,000 or more","$20000 - 24999",64,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",30,"Moderately satisfied","Continue to work","Favor",14,1,4
"Retired",54,"Married",2,3,18,20,6,9,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",57,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","HARDLY ANY","A GREAT DEAL",40,"A little dissatisfied","Continue to work","Favor",1,10,14
"Working full time",46,"Never married",2,1,12,7,18,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",105,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",38,"Moderately satisfied","Continue to work","Favor",14,10,21
"Working full time",7,"Widowed",2,2,66,10,9,5,"High school","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",41,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",29,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working full time",61,"Never married",11,1,54,21,18,9,"High school","FEMALE","White","YES","Under $1,000","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL",42,"Moderately satisfied","Continue to work","Favor",12,14,11
"Working part time",33,"Divorced",15,1,38,10,5,5,"Associate/junior college","MALE","White","YES","$25,000 or more","$25000 OR MORE",11,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",1,"Very satisfied","Stop working","Favor",15,14,14
"In school",13,"Divorced",1,1,2,6,20,11,"Graduate","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",29,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",1,14,1
"Retired",33,"Widowed",2,3,50,9,5,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Not too happy","VERY HAPPY","Dull","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",9,1,1
"Working part time",38,"Married",16,1,13,7,7,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",3,19,6
"Keeping house",27,"Married",15,3,23,9,9,5,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",9,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,16,1
"Retired",29,"Married",11,2,41,5,9,5,"High school","MALE","White","YES","$25,000 or more","$20000 - 24999",30,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","HARDLY ANY","HARDLY ANY",1,"Very satisfied","Stop working","Favor",9,2,1
"Retired",36,"Married",11,3,53,4,5,19,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",5,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",12,10,1
"Retired",44,"Married",2,3,52,5,14,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",2,16,9
"Keeping house",44,"Married",11,1,39,7,7,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",28,"Should be legal","NO","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",1,1,1
"Working full time",37,"Married",18,3,17,5,9,9,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",621,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME",1,"Very satisfied","Continue to work","Oppose",9,10,1
"Retired",26,"Never married",2,2,2,8,9,7,"High school","MALE","White","YES","$25,000 or more","LT $1000",7,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",41,"Moderately satisfied","Continue to work","Favor",13,14,1
"Retired",44,"Divorced",2,3,48,6,6,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$10000 - 14999",40,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",1,10,1
"Working full time",21,"Divorced",2,1,9,5,11,7,"High school","FEMALE","White","YES","$25,000 or more","$10000 - 14999",741,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME",37,"A little dissatisfied","Continue to work","Oppose",2,11,1
"Retired",28,"Married",21,2,24,6,7,6,"Less than high school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,15,3
"Retired",49,"Married",15,8,36,4,9,19,"High school","MALE","Black","YES","$25,000 or more","$20000 - 24999",10,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",21,"Moderately satisfied","Continue to work","Favor",2,14,4
"Keeping house",7,"Married",15,2,14,7,7,21,"Less than high school","MALE","White","NO","$25,000 or more","$25000 OR MORE",39,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",13,2,8
"Working full time",33,"Never married",17,1,17,10,18,18,"High school","MALE","Black","YES","$25,000 or more","$6000 TO 6999",84,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Very dissatisfied","Continue to work","Favor",5,16,5
"Keeping house",2,"Divorced",15,4,37,8,20,5,"Bachelor's","FEMALE","Black","YES","$20,000 to $24,999","$25000 OR MORE",90,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,16,5
"Working part time",24,"Married",11,1,51,11,17,9,"Bachelor's","FEMALE","Black","NO","$10,000 to $14,999","$10000 - 14999",117,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",15,19,11
"Working full time",62,"Married",17,3,50,9,4,1,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$10000 - 14999",16,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",16,"Very satisfied","Continue to work","Favor",9,15,2
"Keeping house",36,"Married",15,3,37,7,18,5,"Bachelor's","FEMALE","White","YES","Under $1,000","$25000 OR MORE",28,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",40,"Very satisfied","Continue to work","Favor",9,18,2
"Working full time",38,"Married",18,1,40,9,5,5,"Less than high school","MALE","White","YES","$25,000 or more","$15000 - 19999",336,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL",15,"Very satisfied","Continue to work","Favor",2,10,1
"Keeping house",21,"Married",19,5,20,9,5,7,"Less than high school","MALE","White","YES","$25,000 or more","$25000 OR MORE",1198,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",35,"Moderately satisfied","Continue to work","Favor",9,14,21
"Working full time",33,"Divorced",17,2,53,9,12,5,"Less than high school","MALE","White","NO","$25,000 or more","$8000 TO 9999",336,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",41,"Very satisfied","Continue to work","Favor",2,17,1
"Working full time",34,"Widowed",11,1,53,9,9,16,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Oppose",12,10,7
"Working full time",20,"Married",15,2,53,7,11,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",49,"Should be legal","YES","Pretty happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL",30,"Very satisfied","Continue to work","Favor",13,10,1
"Keeping house",49,"Widowed",18,1,53,10,11,8,"High school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",71,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",22,"Moderately satisfied","Continue to work","Favor",1,10,1
"Working full time",44,"Married",15,1,40,5,20,5,"Less than high school","MALE","White","YES","$25,000 or more","$25000 OR MORE",134,"Should not be legal","NO","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",38,"Moderately satisfied","Continue to work","Favor",2,17,1
"Working full time",38,"Married",2,1,25,6,5,11,"Graduate","MALE","White","YES","$25,000 or more","$8000 TO 9999",14,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Oppose",1,10,1
"Unemployed, laid off, looking for work",30,"Never married",18,1,12,10,18,21,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,5,1
"Keeping house",56,"Never married",3,5,61,5,20,7,"Less than high school","MALE","Black","YES","$5,000 to $5,999","$25000 OR MORE",5,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","HARDLY ANY","A GREAT DEAL",1,"Very satisfied","Continue to work","Oppose",2,15,1
"Working full time",28,"Widowed",3,4,33,11,11,5,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,19,15
"Working full time",4,"Married",15,4,50,9,7,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$5000 TO 5999",325,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",21,"Very satisfied","Stop working","Oppose",9,16,1
"Working full time",44,"Married",18,4,71,4,5,5,"High school","MALE","White","NO","$25,000 or more","$20000 - 24999",60,"Should not be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",1,15,5
"Working full time",33,"Married",2,3,16,9,5,5,"Graduate","MALE","White","NO","$25,000 or more","$5000 TO 5999",117,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",20,"Moderately satisfied","Stop working","Favor",1,10,1
"Working full time",44,"Separated",1,2,30,5,11,21,"High school","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",16,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",1,10,15
"Working full time",28,"Married",11,3,25,9,5,9,"Bachelor's","MALE","White","YES","$25,000 or more","$15000 - 19999",14,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,18,1
"In school",33,"Married",11,1,17,9,18,5,"Bachelor's","MALE","White","YES","$25,000 or more","$15000 - 19999",36,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",38,"Moderately satisfied","Stop working","Favor",16,2,16
"Working full time",44,"Separated",20,2,63,5,7,5,"Less than high school","FEMALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",2696,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,14,16
