"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Working full time",44,"Widowed",11,1,60,21,5,18,"Bachelor's","FEMALE","White","YES","$20,000 to $24,999","$10000 - 14999",41,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",2,14,15
"Working full time",38,"Married",2,1,11,7,11,15,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",70,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",35,"Very satisfied","Continue to work","Favor",9,14,8
"Working full time",28,"Never married",11,4,45,9,5,9,"High school","MALE","White","NO","$25,000 or more","$25000 OR MORE",1307,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",9,16,1
"Working full time",63,"Married",11,1,31,9,4,7,"Graduate","FEMALE","White","YES","$20,000 to $24,999","$10000 - 14999",43,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",15,2,21
"Working part time",33,"Married",11,3,17,9,5,7,"Graduate","FEMALE","White","YES","$15,000 to $19,999","$25000 OR MORE",23,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",14,16,1
"Retired",33,"Separated",15,4,42,7,9,9,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,15,21
"Working full time",33,"Divorced",19,7,42,6,5,18,"High school","FEMALE","Black","YES","$5,000 to $5,999","$25000 OR MORE",24,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,15,1
"Keeping house",33,"Divorced",2,9,70,2,17,9,"Less than high school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",2696,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",30,"Moderately satisfied","Continue to work","Favor",2,14,21
"Working full time",13,"Never married",11,1,26,5,18,5,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",24,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,1,6
"Working full time",33,"Never married",2,5,9,9,5,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",602,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Stop working","Favor",1,10,1
"Working part time",54,"Never married",2,3,71,12,14,5,"High school","MALE","White","YES","$25,000 or more","$20000 - 24999",9,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",2,16,1
"Unemployed, laid off, looking for work",24,"Married",11,3,33,9,18,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Stop working","Favor",15,15,21
"With a job, but not at work because of temporary illness, vacation, strike",33,"Widowed",19,4,56,7,9,5,"High school","FEMALE","White","YES","Under $1,000","$25000 OR MORE",70,"Should not be legal","YES","Pretty happy","VERY HAPPY","Dull","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Stop working","Favor",15,10,3
"Working full time",33,"Married",2,1,20,9,7,7,"Associate/junior college","MALE","Black","NO","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,15,1
"Working part time",38,"Married",11,1,4,7,7,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",49,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",41,"Very satisfied","Continue to work","Favor",9,19,1
"Working full time",30,"Married",15,3,36,11,7,4,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",44,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,18,1
"Working full time",33,"Married",11,3,39,5,5,5,"High school","FEMALE","White","YES","$25,000 or more","$10000 - 14999",7,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",39,"Very satisfied","Stop working","Favor",2,17,5
"Working part time",44,"Divorced",17,4,51,5,9,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Dull","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",38,"Very satisfied","Continue to work","Favor",9,15,1
"Working full time",13,"Married",2,3,2,4,5,5,"High school","FEMALE","White","YES","$20,000 to $24,999","$20000 - 24999",64,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Dull","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Oppose",13,10,1
"Working full time",28,"Widowed",11,2,62,5,5,17,"High school","FEMALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",166,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"Unemployed, laid off, looking for work",33,"Never married",3,3,28,7,5,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,1
"Working part time",54,"Widowed",1,5,60,9,4,11,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",32,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",9,17,1
"With a job, but not at work because of temporary illness, vacation, strike",44,"Married",18,4,67,11,21,9,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$20000 - 24999",12,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",9,16,11
"Keeping house",33,"Married",16,5,34,18,1,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Stop working","Favor",12,10,1
"Working full time",61,"Never married",1,1,5,5,7,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",39,"Moderately satisfied","Continue to work","Favor",2,14,1
"Retired",30,"Never married",3,5,19,9,14,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",137,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very dissatisfied","Stop working","Favor",2,10,1
"In school",33,"Married",11,1,47,5,5,7,"High school","MALE","White","YES","$25,000 or more","$10000 - 14999",563,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working part time",32,"Divorced",2,1,8,7,7,8,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",9,3,13
"Working full time",33,"Married",11,3,26,3,5,1,"Graduate","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",63,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,15,6
"Working full time",33,"Married",2,2,25,5,5,18,"High school","FEMALE","Black","YES","$25,000 or more","$8000 TO 9999",43,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Stop working","Favor",9,2,1
"Working full time",61,"Married",2,3,18,5,7,10,"Bachelor's","FEMALE","Other","NO","$15,000 to $19,999","$25000 OR MORE",11,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",38,"A little dissatisfied","Continue to work","Favor",2,16,1
"Retired",54,"Divorced",17,4,28,9,16,7,"High school","FEMALE","White","YES","$15,000 to $19,999","LT $1000",4,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",14,7,1
"Retired",35,"Divorced",21,3,44,6,7,5,"High school","FEMALE","White","YES","$1,000 to $2,999","$25000 OR MORE",56,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",2,15,21
"Retired",33,"Divorced",11,2,26,14,7,5,"Associate/junior college","MALE","White","YES","$25,000 or more","$8000 TO 9999",19,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Stop working","Favor",9,17,11
"Keeping house",41,"Never married",17,3,7,19,15,5,"Less than high school","FEMALE","White","NO","$1,000 to $2,999","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",14,10,1
"With a job, but not at work because of temporary illness, vacation, strike",38,"Divorced",15,1,6,8,10,5,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",49,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,1
"Working full time",33,"Married",17,5,4,5,20,5,"Bachelor's","MALE","Black","YES","$25,000 or more","$25000 OR MORE",67,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",26,"Very satisfied","Stop working","Favor",18,16,1
"Working full time",25,"Married",11,3,15,6,9,7,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,19,3
"Working full time",24,"Never married",15,2,7,8,19,3,"High school","FEMALE","White","YES","$25,000 or more","LT $1000",74,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",15,10,1
"Working full time",49,"Divorced",11,1,8,14,15,9,"High school","MALE","White","YES","$4,000 to $4,999","$25000 OR MORE",19,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Oppose",2,16,1
"Working full time",18,"Never married",11,1,25,9,9,18,"Associate/junior college","MALE","White","YES","$25,000 or more","$25000 OR MORE",71,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,10,2
"Keeping house",27,"Married",15,3,23,9,9,5,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",9,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,16,1
"Retired",25,"Married",1,3,38,7,18,5,"High school","MALE","White","YES","$25,000 or more","$10000 - 14999",64,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,2,1
"With a job, but not at work because of temporary illness, vacation, strike",35,"Never married",2,2,29,11,5,5,"High school","MALE","Other","NO","$25,000 or more","$25000 OR MORE",90,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",12,14,1
"Working full time",34,"Widowed",19,2,42,8,20,17,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",32,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,2,1
"Keeping house",33,"Never married",11,2,10,7,21,18,"Bachelor's","MALE","Other","YES","$25,000 or more","$25000 OR MORE",137,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",39,"Very satisfied","Continue to work","Favor",12,2,10
"Working full time",30,"Divorced",11,3,58,7,7,5,"High school","MALE","White","YES","$25,000 or more","$10000 - 14999",124,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",1,2,2
"Working full time",38,"Married",2,1,25,6,5,11,"Graduate","MALE","White","YES","$25,000 or more","$8000 TO 9999",14,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Oppose",1,10,1
"Working full time",38,"Never married",2,1,53,9,14,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",618,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",13,15,8
"With a job, but not at work because of temporary illness, vacation, strike",39,"Married",16,1,15,3,16,6,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",17,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",29,"Very satisfied","Stop working","Oppose",9,10,7
"Keeping house",25,"Married",16,4,27,9,5,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",46,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",14,16,1
"Working part time",33,"Married",15,2,29,10,5,9,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",13,15,1
"Working full time",33,"Never married",17,3,31,7,17,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",49,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",1,"A little dissatisfied","Continue to work","Favor",2,16,1
"Unemployed, laid off, looking for work",33,"Married",11,5,4,5,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",92,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",13,15,1
"Working full time",13,"Married",18,1,32,10,7,5,"Less than high school","MALE","Other","NO","$25,000 or more","$25000 OR MORE",74,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",1,15,1
"Working full time",33,"Married",15,3,19,21,9,9,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",21,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME",43,"Very satisfied","Stop working","Favor",1,14,1
"Working part time",25,"Married",2,1,60,9,9,14,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",1,15,1
"Keeping house",17,"Divorced",17,3,16,5,15,20,"Graduate","FEMALE","Black","NO","$10,000 to $14,999","$3000 TO 3999",166,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",1,"Very satisfied","Continue to work","Favor",18,16,1
"Working full time",45,"Married",16,2,60,14,11,5,"Graduate","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",94,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",32,"Very satisfied","Continue to work","Favor",1,10,1
"Retired",33,"Married",11,2,31,10,7,5,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$5000 TO 5999",16,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,10,6
"Working part time",7,"Widowed",2,5,58,5,9,5,"High school","FEMALE","White","YES","$25,000 or more","$15000 - 19999",84,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Stop working","Favor",14,2,1
"Other",36,"Married",15,4,22,5,9,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",5,"Should not be legal","YES","Very happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",42,"Moderately satisfied","Continue to work","Favor",13,10,1
"Working part time",49,"Never married",1,2,2,7,5,1,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",40,"Very satisfied","Continue to work","Oppose",17,2,15
"Working full time",24,"Married",18,2,31,8,5,5,"Bachelor's","MALE","Other","YES","$25,000 or more","$25000 OR MORE",61,"Should not be legal","NO","Very happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,2,8
"Working full time",48,"Married",2,1,11,9,5,20,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",946,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","A GREAT DEAL",42,"Very dissatisfied","Stop working","Favor",13,14,1
"Retired",24,"Married",15,1,60,5,5,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",9,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",38,"Moderately satisfied","Stop working","Favor",9,14,2
"Working full time",4,"Married",2,3,2,11,14,5,"Bachelor's","MALE","White","YES","$10,000 to $14,999","$25000 OR MORE",16,"Should be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",38,"Very satisfied","Continue to work","Favor",9,2,1
"Working full time",33,"Married",11,1,19,5,16,11,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",5,"Moderately satisfied","Continue to work","Favor",8,19,1
"Working part time",7,"Married",17,1,31,9,5,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",32,"Should not be legal","NO","Very happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",12,10,4
"Working full time",28,"Never married",2,1,35,5,11,3,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",7,10,16
"Retired",28,"Divorced",15,3,54,9,20,9,"Graduate","FEMALE","White","YES","$25,000 or more","$20000 - 24999",4,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",3,1,6
"Working full time",17,"Married",2,4,22,6,5,17,"Bachelor's","MALE","White","YES","$8,000 to $9,999","$25000 OR MORE",4,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,10,11
"Working full time",33,"Married",15,3,22,4,2,6,"High school","MALE","White","YES","$6,000 to $6,999","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,14,1
"Working full time",54,"Married",2,2,22,10,5,5,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,14,15
"Working full time",33,"Never married",2,1,26,8,7,9,"Bachelor's","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",946,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",9,14,3
"Keeping house",49,"Never married",11,4,23,7,9,18,"High school","MALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",1526,"Should not be legal","NO","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",34,"Very satisfied","Stop working","Favor",1,1,1
"Working full time",34,"Married",16,6,23,21,7,5,"Less than high school","MALE","Other","NO","$25,000 or more","$15000 - 19999",2099,"Should be legal","NO","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",9,1,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Never married",18,7,5,5,5,5,"Associate/junior college","MALE","White","YES","$20,000 to $24,999","$10000 - 14999",32,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",38,"Very satisfied","Stop working","Favor",13,16,1
"Working part time",35,"Married",15,1,14,6,5,5,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",260,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,10,1
"Working full time",33,"Widowed",2,1,32,6,5,7,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",64,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",2,14,1
"Working full time",51,"Married",17,4,43,9,9,14,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",30,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",12,17,2
"Working part time",54,"Never married",15,6,50,9,7,11,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,2,1
"Keeping house",44,"Divorced",2,3,71,20,5,18,"High school","FEMALE","White","YES","$15,000 to $19,999","$25000 OR MORE",600,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,10,1
"Working full time",63,"Married",17,2,28,12,9,20,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",26,"Moderately satisfied","Continue to work","Favor",1,1,1
"Retired",33,"Divorced",11,3,50,9,20,11,"Bachelor's","FEMALE","White","YES","$7,000 to $7,999","$25000 OR MORE",2,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",15,"Moderately satisfied","Continue to work","Favor",13,15,1
"Working full time",24,"Married",2,1,43,5,11,9,"High school","MALE","White","NO","$10,000 to $14,999","$8000 TO 9999",26,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,1
"Retired",33,"Married",16,3,56,9,9,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",40,"Moderately satisfied","Continue to work","Favor",12,2,15
"Working full time",33,"Never married",11,1,24,9,20,3,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",43,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",2,16,15
"Working full time",28,"Divorced",19,3,34,9,20,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",74,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",17,10,14
