"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Working full time",33,"Never married",11,1,52,11,5,7,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",67,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",30,"A little dissatisfied","Stop working","Favor",2,14,1
"Unemployed, laid off, looking for work",30,"Never married",18,1,12,10,18,21,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,5,1
"Working part time",2,"Married",17,3,45,8,5,9,"High school","FEMALE","White","YES","$6,000 to $6,999","$25000 OR MORE",304,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",32,"Moderately satisfied","Continue to work","Favor",17,2,1
"Working full time",28,"Married",11,3,25,9,5,9,"Bachelor's","MALE","White","YES","$25,000 or more","$15000 - 19999",14,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,18,1
"Retired",33,"Never married",11,1,15,5,9,5,"High school","MALE","Black","YES","$25,000 or more","$20000 - 24999",166,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,15,18
"Retired",33,"Divorced",16,7,52,16,10,7,"Bachelor's","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",399,"Should be legal","NO","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",38,"Very dissatisfied","Continue to work","Favor",2,19,5
"Retired",61,"Separated",15,5,29,5,5,5,"High school","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",41,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,15,1
"Working full time",33,"Married",17,1,40,9,5,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",124,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",2,1,1
"Retired",54,"Never married",1,3,68,10,7,13,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,6,1
"Retired",33,"Married",18,8,71,20,5,5,"Less than high school","MALE","White","YES","$10,000 to $14,999","$25000 OR MORE",43,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",12,10,6
"Working full time",33,"Never married",16,2,19,5,7,6,"Bachelor's","MALE","Black","YES","$25,000 or more","$25000 OR MORE",57,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY",8,"Very satisfied","Continue to work","Favor",2,10,8
"Working part time",46,"Married",2,3,8,5,5,7,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",65,"Should be legal","NO","Not too happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,14,1
"Working full time",54,"Divorced",18,3,55,9,1,9,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",136,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",38,"Moderately satisfied","Continue to work","Favor",9,2,8
"Working part time",35,"Never married",15,4,44,19,14,9,"High school","FEMALE","Other","NO","$15,000 to $19,999","$20000 - 24999",439,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",16,"Very satisfied","Stop working","Favor",15,14,1
"Working full time",44,"Never married",11,1,21,11,5,5,"Bachelor's","MALE","Black","YES","$25,000 or more","$15000 - 19999",30,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",18,"Very satisfied","Continue to work","Favor",2,15,5
"Retired",44,"Divorced",2,3,22,5,5,21,"Graduate","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",30,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",2,16,3
"Working part time",25,"Married",17,3,44,5,9,20,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",28,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",14,14,21
"Working part time",54,"Married",11,5,45,7,7,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",9,10,1
"Working full time",41,"Divorced",2,1,48,9,14,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",621,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",21,"Very satisfied","Continue to work","Favor",9,14,1
"Working full time",33,"Married",2,3,19,9,20,18,"Less than high school","MALE","Other","NO","$25,000 or more","$25000 OR MORE",48,"Should not be legal","NO","Not too happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",16,10,1
"Retired",44,"Never married",19,5,41,5,5,9,"Less than high school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",10,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",15,"Very satisfied","Continue to work","Favor",3,16,3
"Keeping house",8,"Married",2,4,5,21,5,15,"High school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",563,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY",1,"A little dissatisfied","Continue to work","Oppose",1,2,1
"Keeping house",36,"Married",15,3,37,7,18,5,"Bachelor's","FEMALE","White","YES","Under $1,000","$25000 OR MORE",28,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",40,"Very satisfied","Continue to work","Favor",9,18,2
"Working full time",44,"Married",2,1,54,7,5,21,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",67,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",31,"Moderately satisfied","Continue to work","Favor",12,6,15
"Working full time",65,"Never married",15,4,42,8,11,7,"Bachelor's","MALE","White","YES","$25,000 or more","LT $1000",1446,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",40,"A little dissatisfied","Continue to work","Favor",9,1,1
"Retired",33,"Divorced",15,1,54,11,5,5,"Graduate","MALE","Black","YES","$15,000 to $19,999","$1000 TO 2999",14,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Stop working","Favor",13,2,11
"Working full time",48,"Never married",2,3,31,14,5,5,"Graduate","MALE","Other","YES","$25,000 or more","$15000 - 19999",67,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,2,1
"Keeping house",58,"Married",19,1,38,11,7,10,"High school","MALE","Black","YES","$25,000 or more","$15000 - 19999",60,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,6
"Retired",33,"Married",2,3,47,5,6,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",23,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",38,"Moderately satisfied","Continue to work","Favor",9,16,1
"Working full time",38,"Married",2,1,7,10,9,9,"Bachelor's","MALE","White","YES","$15,000 to $19,999","$25000 OR MORE",946,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",15,15,1
"Working part time",44,"Divorced",17,2,38,5,18,5,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",28,"Should be legal","NO","Very happy","VERY HAPPY","Dull","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Stop working","Favor",2,14,1
"Retired",36,"Divorced",11,2,53,11,5,5,"Associate/junior college","MALE","White","NO","$25,000 or more","$10000 - 14999",75,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",1,2,18
"Working full time",33,"Divorced",15,3,7,3,9,9,"Less than high school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",38,"A little dissatisfied","Continue to work","Favor",9,15,1
"Retired",33,"Never married",16,2,12,6,9,1,"High school","MALE","Other","YES","$25,000 or more","$25000 OR MORE",8,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",14,14,3
"In school",33,"Divorced",19,1,32,5,5,1,"Less than high school","MALE","Other","YES","$3,000 to $3,999","$25000 OR MORE",11,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Oppose",1,15,1
"Retired",29,"Widowed",16,4,71,12,10,5,"High school","FEMALE","White","YES","$25,000 or more","$8000 TO 9999",43,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",15,2,1
"Working full time",58,"Married",11,2,41,5,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",3,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",13,14,1
"In school",51,"Married",16,1,15,10,19,19,"Bachelor's","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",29,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,1,2
"Keeping house",28,"Married",2,3,43,9,5,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$8000 TO 9999",43,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",30,"Moderately satisfied","Stop working","Favor",1,14,1
"Working full time",24,"Never married",16,1,56,7,18,7,"High school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",32,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",41,"Very satisfied","Continue to work","Oppose",12,2,1
"Working full time",54,"Divorced",4,3,41,8,7,5,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",166,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",40,"Very satisfied","Stop working","Favor",2,17,1
"Working full time",33,"Widowed",16,4,56,6,15,7,"Less than high school","FEMALE","Black","NO","$15,000 to $19,999","$25000 OR MORE",21,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",3,"Very satisfied","Stop working","Favor",13,10,1
"Working full time",25,"Married",2,1,21,9,1,15,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",26,"Moderately satisfied","Stop working","Favor",2,17,14
"Working full time",15,"Separated",17,1,53,10,5,9,"High school","MALE","White","NO","$1,000 to $2,999","$8000 TO 9999",8175,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",42,"A little dissatisfied","Stop working","Favor",12,14,1
"With a job, but not at work because of temporary illness, vacation, strike",24,"Married",17,3,32,9,10,9,"Associate/junior college","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",40,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",14,17,5
"Retired",47,"Married",2,4,44,5,6,20,"Bachelor's","MALE","White","NO","$25,000 or more","$25000 OR MORE",64,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",15,14,1
"Working full time",58,"Never married",11,3,11,6,3,9,"Bachelor's","MALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",37,"Very satisfied","Continue to work","Favor",13,15,2
"Retired",31,"Never married",15,5,68,5,21,5,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",39,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,17,1
"Retired",58,"Never married",11,4,62,11,5,15,"Less than high school","FEMALE","White","NO","$25,000 or more","$10000 - 14999",41,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",15,10,1
"Working part time",18,"Married",11,2,19,8,4,7,"High school","FEMALE","Black","NO","$25,000 or more","$25000 OR MORE",109,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",8,"Moderately satisfied","Continue to work","Favor",2,15,21
"Working full time",33,"Never married",11,2,50,9,20,18,"Bachelor's","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",44,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",34,"Moderately satisfied","Stop working","Favor",9,14,1
"Keeping house",42,"Married",17,3,17,7,5,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",65,"Should not be legal","NO","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",30,"Very satisfied","Continue to work","Favor",2,16,3
"Working full time",33,"Married",15,3,22,4,2,6,"High school","MALE","White","YES","$6,000 to $6,999","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,14,1
"Retired",54,"Never married",2,6,48,12,5,7,"High school","MALE","Other","YES","$25,000 or more","$5000 TO 5999",23,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Stop working","Favor",14,15,8
"Working full time",38,"Never married",2,1,53,9,14,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",618,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",13,15,8
"Working full time",33,"Married",1,4,10,5,9,5,"High school","MALE","White","YES","$20,000 to $24,999","$25000 OR MORE",336,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",44,"Very satisfied","Continue to work","Favor",13,3,8
"Retired",33,"Widowed",2,3,65,20,12,20,"Less than high school","MALE","White","NO","$25,000 or more","$25000 OR MORE",17,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",2,16,1
"Working full time",33,"Married",11,1,33,5,4,5,"High school","MALE","White","NO","$25,000 or more","$1000 TO 2999",399,"Should be legal","YES","Not too happy","PRETTY HAPPY","Dull","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Oppose",12,1,21
"Keeping house",33,"Widowed",2,4,60,9,9,9,"High school","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",28,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",30,"Moderately satisfied","Continue to work","Favor",1,3,2
"Working full time",33,"Never married",11,3,46,14,9,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",1,17,1
"Retired",18,"Married",2,4,40,7,5,5,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",2,10,1
"Keeping house",33,"Married",11,3,28,9,18,5,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",13,2,1
"Working full time",33,"Married",2,1,20,10,20,4,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",245,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",9,14,1
"Working full time",18,"Never married",11,1,16,9,9,5,"High school","MALE","Other","YES","$25,000 or more","$25000 OR MORE",11,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",34,"Moderately satisfied","Continue to work","Favor",12,17,1
"In school",7,"Never married",2,1,9,7,9,13,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",84,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",1,19,8
"Working part time",13,"Widowed",2,3,53,9,5,21,"Graduate","FEMALE","Other","NO","$15,000 to $19,999","$20000 - 24999",117,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Very dissatisfied","Continue to work","Favor",17,16,1
"Retired",40,"Married",20,3,7,8,7,9,"High school","FEMALE","Black","NO","$25,000 or more","$25000 OR MORE",32,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Oppose",1,15,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Married",11,4,52,3,5,8,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,16,2
"Working full time",4,"Married",15,4,50,9,7,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$5000 TO 5999",325,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",21,"Very satisfied","Stop working","Oppose",9,16,1
"Working full time",38,"Never married",2,4,29,5,20,5,"High school","MALE","Other","YES","$3,000 to $3,999","$25000 OR MORE",136,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",12,16,1
"Keeping house",44,"Married",21,2,62,8,21,18,"High school","MALE","Black","NO","$25,000 or more","$25000 OR MORE",600,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",9,16,1
"Working full time",54,"Married",2,4,15,9,5,16,"High school","FEMALE","White","YES","$25,000 or more","$4000 TO 4999",4,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",9,15,3
"Working full time",29,"Never married",2,1,7,7,15,3,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",71,"Should not be legal","NO","Pretty happy","NOT TOO HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,14,1
"Retired",18,"Never married",15,8,40,10,5,1,"High school","MALE","Other","YES","$25,000 or more","$7000 TO 7999",1307,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,16,1
"Working full time",24,"Married",18,2,42,9,5,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","ONLY SOME","HARDLY ANY",23,"Moderately satisfied","Continue to work","Favor",2,1,1
"Keeping house",57,"Divorced",15,1,10,3,20,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",21,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",40,"Very satisfied","Stop working","Oppose",12,19,6
"Working part time",38,"Married",11,2,13,9,7,7,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",25,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,15,11
"Keeping house",56,"Never married",3,5,61,5,20,7,"Less than high school","MALE","Black","YES","$5,000 to $5,999","$25000 OR MORE",5,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","HARDLY ANY","A GREAT DEAL",1,"Very satisfied","Continue to work","Oppose",2,15,1
"Retired",52,"Never married",4,2,13,5,5,5,"High school","FEMALE","Black","YES","$10,000 to $14,999","$7000 TO 7999",19,"Should be legal","YES","Not too happy","PRETTY HAPPY","Dull","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,1,2
"Retired",24,"Divorced",15,1,48,9,9,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",44,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Oppose",5,14,1
"Retired",54,"Never married",11,2,1,5,5,5,"Less than high school","FEMALE","Black","YES","$25,000 or more","$8000 TO 9999",304,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",9,10,2
"In school",25,"Married",20,1,54,8,18,5,"High school","FEMALE","Other","NO","$25,000 or more","$20000 - 24999",166,"Should be legal","NO","Not too happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",1,15,1
"Retired",28,"Never married",11,2,17,5,3,17,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",65,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",2,17,4
"Working part time",38,"Married",2,1,34,4,5,21,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",3,"Very satisfied","Continue to work","Favor",2,15,1
"Working full time",44,"Married",11,3,8,5,5,6,"Less than high school","FEMALE","White","YES","$15,000 to $19,999","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",6,"Very satisfied","Stop working","Favor",2,17,8
"Working full time",33,"Never married",1,1,51,5,5,9,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",25,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"A little dissatisfied","Continue to work","Favor",12,14,11
"Retired",33,"Married",11,3,52,5,7,5,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",9,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",13,15,16
"Working full time",54,"Married",2,1,12,9,20,5,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","NO","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,2
"Working full time",46,"Never married",2,1,7,1,15,7,"Graduate","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",105,"Should be legal","YES","Not too happy","NOT TOO HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL",1,"A little dissatisfied","Continue to work","Favor",9,16,1
