"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Retired",44,"Married",19,3,71,9,21,7,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Dull","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",41,"Very satisfied","Stop working","Favor",2,17,1
"Working full time",68,"Married",1,2,31,7,8,9,"Bachelor's","MALE","White","YES","$15,000 to $19,999","$10000 - 14999",117,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,10,1
"Keeping house",54,"Divorced",16,2,10,8,7,20,"Less than high school","MALE","Other","NO","$15,000 to $19,999","$25000 OR MORE",2099,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",2,16,3
"Unemployed, laid off, looking for work",25,"Divorced",11,1,30,6,5,11,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",109,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",6,15,1
"Retired",31,"Married",2,3,49,5,8,17,"High school","MALE","White","YES","$25,000 or more","$20000 - 24999",2696,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Very dissatisfied","Continue to work","Favor",9,2,1
"Keeping house",33,"Widowed",2,4,60,9,9,9,"High school","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",28,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",30,"Moderately satisfied","Continue to work","Favor",1,3,2
"Retired",33,"Divorced",11,3,50,9,20,11,"Bachelor's","FEMALE","White","YES","$7,000 to $7,999","$25000 OR MORE",2,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",15,"Moderately satisfied","Continue to work","Favor",13,15,1
"Working part time",44,"Separated",16,2,31,5,5,7,"High school","FEMALE","White","YES","$25,000 or more","$5000 TO 5999",74,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",9,10,6
"Working full time",33,"Married",11,1,48,9,20,5,"High school","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",134,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",35,"Moderately satisfied","Stop working","Favor",2,20,2
"Working full time",54,"Married",2,1,12,9,20,5,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","NO","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,2
"Working part time",33,"Never married",11,1,27,9,5,5,"Bachelor's","MALE","White","NO","$25,000 or more","$20000 - 24999",1446,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",28,"A little dissatisfied","Stop working","Favor",2,16,1
"Working full time",28,"Never married",11,4,45,9,5,9,"High school","MALE","White","NO","$25,000 or more","$25000 OR MORE",1307,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",9,16,1
"Working full time",56,"Married",2,3,31,11,5,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",90,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",35,"Very satisfied","Continue to work","Favor",12,1,4
"Retired",33,"Married",2,7,25,9,5,5,"High school","MALE","Other","YES","$25,000 or more","LT $1000",198,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",15,10,4
"Other",44,"Married",6,3,35,15,18,8,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","LT $1000",166,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Stop working","Favor",17,15,1
"Working full time",33,"Never married",11,3,16,7,3,20,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",9,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",30,"A little dissatisfied","Continue to work","Favor",14,1,2
"Working full time",33,"Married",2,2,16,5,6,5,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$20000 - 24999",21,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",12,11,1
"Working full time",33,"Divorced",17,2,53,9,12,5,"Less than high school","MALE","White","NO","$25,000 or more","$8000 TO 9999",336,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",41,"Very satisfied","Continue to work","Favor",2,17,1
"Retired",43,"Widowed",18,9,66,5,5,4,"High school","FEMALE","White","NO","$25,000 or more","$10000 - 14999",71,"Should be legal","NO","Not too happy","VERY HAPPY","Dull","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",1,"Very satisfied","Continue to work","Oppose",2,14,5
"Working part time",29,"Married",16,4,25,3,1,5,"Less than high school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,1,1
"Working full time",33,"Never married",15,1,19,10,19,15,"Graduate","MALE","White","YES","$15,000 to $19,999","$25000 OR MORE",137,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",2,14,3
"Working full time",18,"Never married",15,3,49,10,5,7,"Less than high school","FEMALE","Other","YES","$25,000 or more","$20000 - 24999",61,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",35,"Moderately satisfied","Continue to work","Favor",13,15,6
"Working part time",33,"Never married",2,1,27,5,18,7,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",35,"Very satisfied","Continue to work","Favor",1,17,11
"Working full time",8,"Divorced",11,2,39,4,6,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",2,1,16
"Working full time",44,"Married",18,4,71,4,5,5,"High school","MALE","White","NO","$25,000 or more","$20000 - 24999",60,"Should not be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",1,15,5
"Keeping house",18,"Married",16,4,17,21,13,9,"High school","FEMALE","White","YES","$8,000 to $9,999","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",9,2,11
"In school",33,"Married",11,1,47,5,5,7,"High school","MALE","White","YES","$25,000 or more","$10000 - 14999",563,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,10,1
"Retired",38,"Married",15,4,14,9,5,5,"High school","MALE","Other","YES","$1,000 to $2,999","$25000 OR MORE",2696,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",2,2,1
"Working full time",23,"Divorced",2,3,42,11,9,10,"Graduate","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very dissatisfied","Continue to work","Favor",14,10,1
"Keeping house",18,"Divorced",11,3,51,7,9,5,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",12,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,2
"Working full time",13,"Married",11,1,54,9,5,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",9,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,2,1
"Working part time",25,"Married",11,5,59,6,19,3,"High school","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",11,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",13,15,2
"Working full time",44,"Married",2,1,23,9,5,18,"Bachelor's","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",602,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",12,3,3
"Working full time",21,"Never married",15,4,19,5,5,9,"High school","FEMALE","White","YES","$20,000 to $24,999","$1000 TO 2999",11,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",21,"Moderately satisfied","Continue to work","Favor",12,10,5
"Working full time",33,"Never married",15,1,6,4,20,5,"Less than high school","MALE","White","YES","$15,000 to $19,999","$25000 OR MORE",8175,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",23,"Very satisfied","Continue to work","Favor",9,14,1
"Retired",28,"Divorced",1,3,54,5,9,19,"Bachelor's","FEMALE","White","YES","$25,000 or more","$15000 - 19999",30,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",23,"Moderately satisfied","Stop working","Favor",16,16,2
"Working full time",28,"Married",11,3,25,9,5,9,"Bachelor's","MALE","White","YES","$25,000 or more","$15000 - 19999",14,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,18,1
"Retired",44,"Never married",7,3,36,8,7,21,"High school","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",319,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",36,"Moderately satisfied","Stop working","Favor",13,15,1
"Unemployed, laid off, looking for work",58,"Never married",2,1,17,6,15,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",65,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working full time",23,"Divorced",11,2,2,4,5,20,"High school","MALE","White","NO","$25,000 or more","$25000 OR MORE",30,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",3,16,1
"Working part time",33,"Married",15,3,33,14,18,7,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",1198,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",13,15,6
"Working part time",54,"Married",11,5,45,7,7,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",9,10,1
"In school",13,"Never married",15,1,14,9,9,9,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$3000 TO 3999",71,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",3,"Very satisfied","Stop working","Favor",12,15,4
"Working full time",7,"Never married",19,3,40,11,9,5,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",741,"Should be legal","NO","Very happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",35,"Moderately satisfied","Continue to work","Favor",9,16,4
"Retired",38,"Married",1,3,53,5,5,5,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",7,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",20,"Very satisfied","Continue to work","Favor",2,16,6
"Keeping house",38,"Never married",1,3,27,5,3,6,"High school","FEMALE","Other","NO","$20,000 to $24,999","$3000 TO 3999",2099,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,15,1
"Retired",33,"Married",11,2,14,10,3,5,"Graduate","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",1,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",30,"A little dissatisfied","Continue to work","Favor",13,16,15
"Working full time",48,"Never married",2,3,31,14,5,5,"Graduate","MALE","Other","YES","$25,000 or more","$15000 - 19999",67,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,2,1
"Other",33,"Never married",17,1,17,5,18,7,"Bachelor's","MALE","White","YES","$25,000 or more","$10000 - 14999",9,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",9,10,1
"Working part time",37,"Married",15,4,40,5,5,9,"Bachelor's","MALE","White","YES","$25,000 or more","$10000 - 14999",12,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",1,10,1
"Working full time",33,"Never married",2,5,9,9,5,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",602,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Stop working","Favor",1,10,1
"In school",49,"Divorced",6,1,21,9,20,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",1526,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",2,15,1
"Working part time",54,"Never married",11,2,46,9,21,20,"Less than high school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",15,19,5
"Retired",26,"Married",2,5,66,5,15,7,"Bachelor's","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,15,1
"Keeping house",33,"Married",17,1,17,7,21,5,"Less than high school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",2099,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",25,"Very satisfied","Continue to work","Favor",1,17,1
"Keeping house",33,"Married",11,1,11,9,18,9,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",14,"Very satisfied","Continue to work","Favor",17,10,1
"Working full time",24,"Married",18,2,42,9,5,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","ONLY SOME","HARDLY ANY",23,"Moderately satisfied","Continue to work","Favor",2,1,1
"Working full time",44,"Divorced",2,2,20,12,9,5,"Graduate","FEMALE","White","YES","$25,000 or more","$15000 - 19999",11,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",9,14,1
"Working full time",60,"Separated",16,1,23,11,3,3,"Associate/junior college","FEMALE","White","YES","$25,000 or more","LT $1000",64,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",26,"Very satisfied","Continue to work","Favor",2,15,1
"Working full time",33,"Widowed",16,5,45,20,5,5,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",24,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",17,16,1
"Working full time",8,"Married",11,1,30,9,5,20,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",4,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",2,15,5
"Working full time",44,"Married",11,1,12,9,4,19,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",38,"A little dissatisfied","Stop working","Favor",1,3,1
"In school",70,"Separated",2,2,14,12,7,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",94,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",38,"Moderately satisfied","Continue to work","Oppose",9,17,1
"Working full time",6,"Never married",15,4,29,11,1,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,2
"Retired",69,"Married",19,4,54,9,5,17,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,14,2
"Working full time",28,"Widowed",3,4,33,11,11,5,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,19,15
"Working full time",10,"Divorced",19,3,67,9,7,18,"High school","FEMALE","White","YES","$25,000 or more","$6000 TO 6999",2696,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",14,"Moderately satisfied","Stop working","Favor",9,14,1
"Working full time",33,"Married",15,3,22,4,2,6,"High school","MALE","White","YES","$6,000 to $6,999","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,14,1
"Unemployed, laid off, looking for work",41,"Never married",19,1,43,15,9,5,"Less than high school","FEMALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",33,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Stop working","Favor",9,10,15
"Working part time",49,"Never married",1,2,2,7,5,1,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",40,"Very satisfied","Continue to work","Oppose",17,2,15
"Retired",21,"Divorced",15,5,53,9,5,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",9,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"A little dissatisfied","Continue to work","Favor",15,2,1
"Working part time",38,"Widowed",2,2,54,14,9,5,"Graduate","FEMALE","White","YES","$25,000 or more","$20000 - 24999",14,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Stop working","Favor",2,14,1
"Working full time",54,"Married",16,2,13,9,20,9,"Bachelor's","MALE","Black","YES","$25,000 or more","$25000 OR MORE",67,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",1,15,1
"Working part time",2,"Married",17,3,45,8,5,9,"High school","FEMALE","White","YES","$6,000 to $6,999","$25000 OR MORE",304,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",32,"Moderately satisfied","Continue to work","Favor",17,2,1
"Working full time",33,"Widowed",16,3,42,6,5,5,"Associate/junior college","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",1,2,11
"Working full time",33,"Divorced",19,3,22,7,18,1,"High school","FEMALE","White","YES","$25,000 or more","$15000 - 19999",29,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",15,14,6
"Working full time",28,"Widowed",11,3,36,9,5,18,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",3,"Moderately satisfied","Stop working","Favor",2,16,1
"Working full time",54,"Never married",11,3,26,10,5,7,"Graduate","MALE","White","YES","$25,000 or more","$20000 - 24999",44,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,15,1
"Working part time",61,"Married",2,1,24,6,5,15,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",600,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",21,"Very satisfied","Stop working","Favor",9,15,11
"With a job, but not at work because of temporary illness, vacation, strike",24,"Married",17,3,32,9,10,9,"Associate/junior college","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",40,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",14,17,5
"Retired",2,"Never married",2,3,6,5,18,20,"High school","FEMALE","White","YES","$25,000 or more","$6000 TO 6999",92,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Oppose",2,2,21
"Working full time",33,"Widowed",15,1,43,9,11,9,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",602,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",15,17,1
"Retired",35,"Divorced",21,3,44,6,7,5,"High school","FEMALE","White","YES","$1,000 to $2,999","$25000 OR MORE",56,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",2,15,21
"Working full time",58,"Married",11,2,41,5,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",3,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",13,14,1
"Working full time",24,"Never married",4,4,8,8,21,6,"High school","FEMALE","Black","YES","$1,000 to $2,999","$25000 OR MORE",714,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",7,"Very satisfied","Stop working","Favor",9,17,6
"In school",33,"Married",17,1,29,7,5,21,"Bachelor's","MALE","Other","NO","$25,000 or more","$25000 OR MORE",136,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",9,14,15
"Working full time",28,"Married",15,1,5,5,18,5,"High school","FEMALE","Black","NO","$25,000 or more","$25000 OR MORE",29,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,14,1
"Working full time",33,"Married",11,3,29,9,5,10,"Bachelor's","MALE","White","NO","$20,000 to $24,999","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,17,1
"In school",2,"Divorced",15,1,33,4,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",40,"Moderately satisfied","Stop working","Favor",12,2,4
